Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
capture,Chrome 73.0.3683.75,,2019-04-03 16:11:04,2019-04-03 16:33:42,22m - 37.889s,FAILED
,,,,,,
Test Cases/Comment Capture TestCases/TC0505,Chrome 73.0.3683.75,Test documentation link,2019-04-03 16:11:04,2019-04-03 16:13:49,2m - 44.814s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-03 16:11:05,2019-04-03 16:13:49,2m - 44.579s,FAILED
,,,,,,
Test Cases/Comment Capture TestCases/TC0507,Chrome 73.0.3683.75,Test view comment capture,2019-04-03 16:13:49,2019-04-03 16:16:22,2m - 33.039s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-03 16:13:49,2019-04-03 16:16:22,2m - 32.911s,FAILED
,,,,,,
Test Cases/Comment Capture TestCases/TC0508,Chrome 73.0.3683.75,Test search comment capture,2019-04-03 16:16:22,2019-04-03 16:19:34,3m - 12.048s,ERROR
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-03 16:16:22,2019-04-03 16:19:30,3m - 7.791s,PASSED
delay(2),Chrome 73.0.3683.75,,2019-04-03 16:19:30,2019-04-03 16:19:32,2.001s,PASSED
"setText(findTestObject(""Object Repository/Page_KiboPush  Comment Capture/input_form-control""), ""hi"")",Chrome 73.0.3683.75,,2019-04-03 16:19:32,2019-04-03 16:19:32,0.106s,PASSED
delay(2),Chrome 73.0.3683.75,,2019-04-03 16:19:32,2019-04-03 16:19:34,2.002s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.75,,2019-04-03 16:19:34,2019-04-03 16:19:34,0.005s,PASSED
"Table = driver.findElement(By.xpath(""//table/tbody/tr[1]/td[1]/span""))",Chrome 73.0.3683.75,,2019-04-03 16:19:34,2019-04-03 16:19:34,0.042s,ERROR
,,,,,,
Test Cases/Comment Capture TestCases/TC0509,Chrome 73.0.3683.75,Test pagination (next page),2019-04-03 16:19:34,2019-04-03 16:21:26,1m - 51.424s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-03 16:19:35,2019-04-03 16:21:26,1m - 51.289s,FAILED
,,,,,,
Test Cases/Comment Capture TestCases/TC0510,Chrome 73.0.3683.75,Test pagination (previous page),2019-04-03 16:21:26,2019-04-03 16:23:43,2m - 16.951s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-03 16:21:26,2019-04-03 16:23:43,2m - 16.854s,FAILED
,,,,,,
Test Cases/Comment Capture TestCases/TC0511,Chrome 73.0.3683.75,Test pagination (Jump to page n),2019-04-03 16:23:43,2019-04-03 16:25:10,1m - 26.753s,FAILED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-03 16:23:43,2019-04-03 16:25:10,1m - 26.673s,FAILED
,,,,,,
