Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
broadcast,Chrome 73.0.3683.103,,2019-04-24 15:38:21,2019-04-24 15:41:44,3m - 22.364s,PASSED
,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/arveen_production_login_kiboengage,Chrome 73.0.3683.103,,2019-04-24 15:38:23,2019-04-24 15:39:47,1m - 24.785s,PASSED
openBrowser,Chrome 73.0.3683.103,,2019-04-24 15:38:25,2019-04-24 15:38:32,6.583s,PASSED
maximizeWindow,Chrome 73.0.3683.103,,2019-04-24 15:38:32,2019-04-24 15:38:33,1.371s,PASSED
navigateToUrl,Chrome 73.0.3683.103,,2019-04-24 15:38:33,2019-04-24 15:39:07,34.068s,PASSED
navigateToUrl,Chrome 73.0.3683.103,,2019-04-24 15:39:07,2019-04-24 15:39:13,6.413s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:39:13,2019-04-24 15:39:15,1.406s,PASSED
setText,Chrome 73.0.3683.103,,2019-04-24 15:39:15,2019-04-24 15:39:15,0.567s,PASSED
setEncryptedText,Chrome 73.0.3683.103,,2019-04-24 15:39:15,2019-04-24 15:39:16,0.368s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:39:16,2019-04-24 15:39:16,0.206s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:39:16,2019-04-24 15:39:40,23.745s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:39:40,2019-04-24 15:39:43,3.060s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:39:43,2019-04-24 15:39:43,0.367s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:39:43,2019-04-24 15:39:45,2.002s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:39:45,2019-04-24 15:39:45,0.183s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:39:45,2019-04-24 15:39:47,2.016s,PASSED
,,,,,,
Test Cases/Broadcasts/open_broadcast,Chrome 73.0.3683.103,,2019-04-24 15:39:47,2019-04-24 15:39:50,2.908s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:39:48,2019-04-24 15:39:48,0.380s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:39:48,2019-04-24 15:39:50,2.008s,PASSED
,,,,,,
Test Cases/Broadcasts/TC0106,Chrome 73.0.3683.103,Test documentation link,2019-04-24 15:39:50,2019-04-24 15:39:56,5.517s,PASSED
callTestCase,Chrome 73.0.3683.103,,2019-04-24 15:39:51,2019-04-24 15:39:55,4.209s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:39:55,2019-04-24 15:39:56,0.680s,PASSED
,,,,,,
Test Cases/Broadcasts/TC0686,Chrome 73.0.3683.103,Remove card in List,2019-04-24 15:39:56,2019-04-24 15:40:14,18.407s,PASSED
callTestCase,Chrome 73.0.3683.103,,2019-04-24 15:39:56,2019-04-24 15:40:11,14.613s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:40:11,2019-04-24 15:40:13,2.004s,PASSED
scrollToPosition,Chrome 73.0.3683.103,,2019-04-24 15:40:13,2019-04-24 15:40:13,0.033s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:40:13,2019-04-24 15:40:13,0.251s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:40:13,2019-04-24 15:40:14,1.006s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:40:14,2019-04-24 15:40:14,0.218s,PASSED
,,,,,,
Test Cases/Broadcasts/TC0687,Chrome 73.0.3683.103,Remove List component,2019-04-24 15:40:14,2019-04-24 15:40:28,13.762s,PASSED
callTestCase,Chrome 73.0.3683.103,,2019-04-24 15:40:15,2019-04-24 15:40:24,9.920s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:40:24,2019-04-24 15:40:27,3.005s,PASSED
setText,Chrome 73.0.3683.103,,2019-04-24 15:40:27,2019-04-24 15:40:28,0.572s,PASSED
,,,,,,
Test Cases/Broadcasts/TC0690,Chrome 73.0.3683.103,Add list with only subtitle,2019-04-24 15:40:28,2019-04-24 15:40:41,13.106s,PASSED
callTestCase,Chrome 73.0.3683.103,,2019-04-24 15:40:29,2019-04-24 15:40:38,9.128s,PASSED
setText,Chrome 73.0.3683.103,,2019-04-24 15:40:38,2019-04-24 15:40:39,0.540s,PASSED
setText,Chrome 73.0.3683.103,,2019-04-24 15:40:39,2019-04-24 15:40:39,0.746s,PASSED
scrollToPosition,Chrome 73.0.3683.103,,2019-04-24 15:40:39,2019-04-24 15:40:39,0.035s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:40:39,2019-04-24 15:40:40,0.261s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:40:40,2019-04-24 15:40:41,1.002s,PASSED
verifyTextPresent,Chrome 73.0.3683.103,,2019-04-24 15:40:41,2019-04-24 15:40:41,0.423s,PASSED
,,,,,,
Test Cases/Broadcasts/TC0691,Chrome 73.0.3683.103,Add list,2019-04-24 15:40:41,2019-04-24 15:40:57,15.675s,PASSED
callTestCase,Chrome 73.0.3683.103,,2019-04-24 15:40:41,2019-04-24 15:40:51,9.678s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:40:51,2019-04-24 15:40:53,2.011s,PASSED
setText,Chrome 73.0.3683.103,,2019-04-24 15:40:53,2019-04-24 15:40:54,0.523s,PASSED
setText,Chrome 73.0.3683.103,,2019-04-24 15:40:54,2019-04-24 15:40:54,0.545s,PASSED
scrollToPosition,Chrome 73.0.3683.103,,2019-04-24 15:40:54,2019-04-24 15:40:54,0.012s,PASSED
click,Chrome 73.0.3683.103,,2019-04-24 15:40:54,2019-04-24 15:40:54,0.283s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:40:54,2019-04-24 15:40:56,2.002s,PASSED
verifyTextPresent,Chrome 73.0.3683.103,,2019-04-24 15:40:56,2019-04-24 15:40:57,0.408s,PASSED
,,,,,,
Test Cases/Broadcasts/TC0692,Chrome 73.0.3683.103,"Add list without image
on both cards",2019-04-24 15:40:57,2019-04-24 15:41:11,14.083s,PASSED
callTestCase,Chrome 73.0.3683.103,,2019-04-24 15:40:57,2019-04-24 15:41:06,8.944s,PASSED
delay,Chrome 73.0.3683.103,,2019-04-24 15:41:06,2019-04-24 15:41:08,2.002s,PASSED
setText,Chrome 73.0.3683.103,,2019-04-24 15:41:08,2019-04-24 15:41:09,0.565s,PASSED
