Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Comment Capture,Chrome 73.0.3683.75,,2019-04-19 16:21:02,2019-04-19 16:25:29,4m - 27.551s,FAILED
,,,,,,
Test Cases/s-sidebar_navigation/individualAccount/openWindow,Chrome 73.0.3683.75,,2019-04-19 16:21:02,2019-04-19 16:21:05,2.730s,PASSED
"openBrowser("""")",Chrome 73.0.3683.75,,2019-04-19 16:21:02,2019-04-19 16:21:04,2.374s,PASSED
maximizeWindow(),Chrome 73.0.3683.75,,2019-04-19 16:21:04,2019-04-19 16:21:05,0.125s,PASSED
,,,,,,
Test Cases/Comment Capture TestCases/TC0505,Chrome 73.0.3683.75,Test documentation link,2019-04-19 16:21:05,2019-04-19 16:21:42,37.158s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Faizan_production_login_kiboengage""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-19 16:21:05,2019-04-19 16:21:36,31.478s,PASSED
"click(findTestObject(""Page_KiboPush  Dashboard/span_Growth Tools""))",Chrome 73.0.3683.75,,2019-04-19 16:21:36,2019-04-19 16:21:36,0.109s,PASSED
delay(1),Chrome 73.0.3683.75,,2019-04-19 16:21:36,2019-04-19 16:21:37,1.003s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-19 16:21:37,2019-04-19 16:21:39,1.420s,PASSED
delay(3),Chrome 73.0.3683.75,,2019-04-19 16:21:39,2019-04-19 16:21:42,3.002s,PASSED
,,,,,,
Test Cases/Comment Capture TestCases/TC0507,Chrome 73.0.3683.75,Test view comment capture,2019-04-19 16:21:42,2019-04-19 16:21:48,6.619s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-19 16:21:42,2019-04-19 16:21:43,1.326s,PASSED
delay(5),Chrome 73.0.3683.75,,2019-04-19 16:21:43,2019-04-19 16:21:48,5.002s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.75,,2019-04-19 16:21:48,2019-04-19 16:21:48,0.007s,PASSED
"Table = driver.findElement(By.xpath(""//table/tbody""))",Chrome 73.0.3683.75,,2019-04-19 16:21:48,2019-04-19 16:21:48,0.064s,PASSED
"rows_table = Table.findElements(By.tagName(""tr""))",Chrome 73.0.3683.75,,2019-04-19 16:21:48,2019-04-19 16:21:48,0.031s,PASSED
"verifyGreaterThanOrEqual(rows_table.size(), 1)",Chrome 73.0.3683.75,,2019-04-19 16:21:48,2019-04-19 16:21:48,0.040s,PASSED
,,,,,,
Test Cases/Comment Capture TestCases/TC0508,Chrome 73.0.3683.75,Test search comment capture,2019-04-19 16:21:48,2019-04-19 16:21:54,5.682s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-19 16:21:49,2019-04-19 16:21:50,1.322s,PASSED
delay(2),Chrome 73.0.3683.75,,2019-04-19 16:21:50,2019-04-19 16:21:52,2.004s,PASSED
"setText(findTestObject(""Object Repository/Page_KiboPush  Comment Capture/input_form-control""), ""hi"")",Chrome 73.0.3683.75,,2019-04-19 16:21:52,2019-04-19 16:21:52,0.170s,PASSED
delay(2),Chrome 73.0.3683.75,,2019-04-19 16:21:52,2019-04-19 16:21:54,2.016s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.75,,2019-04-19 16:21:54,2019-04-19 16:21:54,0.001s,PASSED
"Table = driver.findElement(By.xpath(""//table/tbody/tr[1]/td[1]/span""))",Chrome 73.0.3683.75,,2019-04-19 16:21:54,2019-04-19 16:21:54,0.025s,PASSED
"verifyEqual(Table.getText(), ""hi"")",Chrome 73.0.3683.75,,2019-04-19 16:21:54,2019-04-19 16:21:54,0.025s,PASSED
,,,,,,
Test Cases/Comment Capture TestCases/TC0509,Chrome 73.0.3683.75,Test pagination (next page),2019-04-19 16:21:54,2019-04-19 16:22:03,8.653s,PASSED
"callTestCase(findTestCase(""s-sidebar_navigation/individualAccount/Comment capture""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.75,,2019-04-19 16:21:54,2019-04-19 16:21:56,1.303s,PASSED
delay(2),Chrome 73.0.3683.75,,2019-04-19 16:21:56,2019-04-19 16:21:58,2.001s,PASSED
driver = getWebDriver(),Chrome 73.0.3683.75,,2019-04-19 16:21:58,2019-04-19 16:21:58,0.001s,PASSED
"Table1 = driver.findElement(By.xpath(""//table/tbody/tr[1]/td[4]/span""))",Chrome 73.0.3683.75,,2019-04-19 16:21:58,2019-04-19 16:21:58,0.022s,PASSED
date_page1 = Table1.getText(),Chrome 73.0.3683.75,,2019-04-19 16:21:58,2019-04-19 16:21:58,0.028s,PASSED
"click(findTestObject(""Object Repository/Page_KiboPush  Comment Capture/a_next""))",Chrome 73.0.3683.75,,2019-04-19 16:21:58,2019-04-19 16:21:58,0.117s,PASSED
delay(5),Chrome 73.0.3683.75,,2019-04-19 16:21:58,2019-04-19 16:22:03,5.002s,PASSED
"Table2 = driver.findElement(By.xpath(""//table/tbody/tr[1]/td[4]/span""))",Chrome 73.0.3683.75,,2019-04-19 16:22:03,2019-04-19 16:22:03,0.011s,PASSED
date_page2 = Table2.getText(),Chrome 73.0.3683.75,,2019-04-19 16:22:03,2019-04-19 16:22:03,0.010s,PASSED
